sharedaddress,uniqueaddress,shortpluscode,Consideration,Market_Value,Acquisition_Date,Completion_Date
"14, Marathon Avenue, Douglas, IM2 4HZ",,5G6C+QMP,250000.0,250000.0,2010-12-02,2011-06-01
"14, Marathon Avenue, Douglas, IM2 4HZ",,5G6C+QMP,291000.0,291000.0,2019-11-15,2020-03-23
"16, Marathon Avenue, Douglas, IM2 4HZ",,5G6C+QPG,240000.0,240000.0,2009-10-02,2009-11-26
"11, Marathon Avenue, Douglas, IM2 4JA",,5G6C+RC8,305000.0,305000.0,2020-10-23,2021-04-07
"15, Marathon Avenue, Douglas, IM2 4JA",,5G6C+RFW,250000.0,250000.0,2023-06-13,2023-09-22
"29, Marathon Avenue, Douglas, IM2 4JB",,5G6C+VRF,215000.0,215000.0,2019-05-23,2019-12-20
"29, Marathon Avenue, Douglas, IM2 4JB",,5G6C+VRF,269000.0,269000.0,2020-11-05,2021-03-18
"33, Marathon Avenue, Douglas, IM2 4JB",,5G6C+VV9,290000.0,290000.0,2020-11-12,2021-01-27
"The Cottage Sutton Oak, Lower Dukes Road, Douglas, IM2 4BL",,5G6C+W64,325000.0,325000.0,2020-05-22,2020-08-13
"The Cottage Sutton Oak, Lower Dukes Road, Douglas, IM2 4BL",,5G6C+W64,449950.0,449950.0,2021-11-11,2022-01-28
"19, Marathon Avenue, Douglas, IM2 4JB",,5G6C+WH4,265000.0,265000.0,2011-01-14,2011-05-27
"42, Victoria Road, Douglas, IM2 4HQ",,5G6F+23W,365000.0,365000.0,2019-11-06,2020-10-06
"89, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+2G4,195000.0,195000.0,2016-10-07,2017-01-16
"93, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+2HM,20000.0,170000.0,2015-04-17,2015-06-26
"Flat 1, Castlemere Apartments, 1, Central Promenade, Douglas, IM2 4LJ",,5G6F+2XX,282000.0,282000.0,2010-08-19,2010-11-10
"Flat 1, Castlemere Apartments, 1, Central Promenade, Douglas, IM2 4LJ",,5G6F+2XX,123000.0,123000.0,2013-04-10,2013-12-09
"Flat 1, Castlemere Apartments, 1, Central Promenade, Douglas, IM2 4LJ",,5G6F+2XX,160000.0,160000.0,2015-07-10,2015-10-20
"44, Victoria Road, Douglas, IM2 4HQ",,5G6F+33H,345000.0,345000.0,2022-08-26,2022-12-07
"95, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+3H5,132000.0,132000.0,2013-08-09,2013-12-05
"97, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+3JC,0.25,112280.0,2016-07-14,2016-10-05
"99, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+3JM,125000.0,125000.0,2020-02-21,2020-03-19
"101, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+4J5,188000.0,188000.0,2019-08-13,2020-05-12
"103, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+4M7,170000.0,170000.0,2017-01-20,2017-05-11
"105, Castle Mona Avenue, Douglas, IM2 4ED",,5G6F+4MQ,0.25,200000.0,2010-08-11,2011-02-23
"107, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+4PR,61000.0,61000.0,2016-07-08,2016-10-18
"107, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+4PR,259950.0,259950.0,2022-05-09,2022-08-09
"108, Castlemona Avenue, Douglas, IM2 4EF",,5G6F+4R7,100000.0,100000.0,2012-09-12,2012-11-01
"110, Castle Mona Avenue, Douglas, IM2 4EF",,5G6F+4RG,190000.0,190000.0,2009-12-21,2010-05-18
"109, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+5P7,180000.0,180000.0,2018-06-29,2018-09-10
"111, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+5PH,136200.0,136200.0,2023-04-06,2023-06-05
"113, Castlemona Avenue, Douglas, IM2 4ED",,5G6F+5QV,113000.0,113000.0,2022-04-29,2022-06-15
"114, Castlemona Avenue, Douglas, IM2 4EF",,5G6F+5V8,190000.0,190000.0,2021-12-03,2022-03-02
"52, Victoria Road, Douglas, IM2 4HQ",,5G6F+76Q,225000.0,225000.0,2018-04-25,2019-05-18
"Miramar, 11, Empress Drive, Douglas, IM2 4LQ",,5G6F+7RH,0.25,310000.0,2011-10-03,2012-08-30
"Apartment 2, Empress Apartments, 9, Empress Drive, Douglas, IM2 4LQ",,5G6F+7V8,125000.0,125000.0,2013-12-19,2014-06-02
"Apartment 2, Empress Apartments, 9, Empress Drive, Douglas, IM2 4LQ",,5G6F+7V8,145000.0,145000.0,2014-11-25,2015-06-24
"Apartment 2, Empress Apartments, 9, Empress Drive, Douglas, IM2 4LQ",,5G6F+7V8,147000.0,147000.0,2015-09-18,2016-01-19
"Apartment 2, Empress Apartments, 9, Empress Drive, Douglas, IM2 4LQ",,5G6F+7V8,107500.0,107500.0,2018-04-13,2018-08-13
"Apartment 2, Empress Apartments, 9, Empress Drive, Douglas, IM2 4LQ",,5G6F+7V8,137500.0,137500.0,2020-01-09,2020-09-14
"Apartment 2, Empress Apartments, 9, Empress Drive, Douglas, IM2 4LQ",,5G6F+7V8,116350.0,116350.0,2020-02-21,2020-03-11
"Apartment 2, Empress Apartments, 9, Empress Drive, Douglas, IM2 4LQ",,5G6F+7V8,140000.0,140000.0,2020-08-21,2020-11-19
"Apartment 2, Empress Apartments, 9, Empress Drive, Douglas, IM2 4LQ",,5G6F+7V8,0.25,145000.0,2023-01-25,2023-03-02
"White Lodge, Victoria Road, Douglas, IM2 4HH",,5G6F+82V,590000.0,590000.0,2021-10-25,2022-02-24
"Rowany Hotel, 10, Empress Drive, Douglas, IM2 4LQ",,5G6F+8XW,255000.0,255000.0,2011-03-11,2012-11-01
"Victoria Court, Victoria Road, Douglas, IM2 4HH",Flat 2,5G6F+94X,68000.0,68000.0,2014-07-24,2015-01-22
"Victoria Court, Victoria Road, Douglas, IM2 4HH",Flat 3,5G6F+94X,112500.0,112500.0,2021-05-25,2021-11-15
"Victoria Court, Victoria Road, Douglas, IM2 4HH",Flat 6,5G6F+94X,80000.0,120000.0,2013-03-08,2013-07-09
"Victoria Court, Victoria Road, Douglas, IM2 4HH",Flat 6,5G6F+94X,120000.0,120000.0,2021-11-23,2021-12-14
"Victoria Court, Victoria Road, Douglas, IM2 4HH",Flat 8,5G6F+94X,115000.0,115000.0,2014-09-16,2015-01-28
"Victoria Court, Victoria Road, Douglas, IM2 4HH",Flat 8,5G6F+94X,135000.0,135000.0,2022-10-28,2022-11-04
"14, Empress Drive, Douglas, IM2 4LQ",,5G6F+CVF,120000.0,120000.0,2013-08-03,2013-10-04
"Apartment 4, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHC,240000.0,240000.0,2019-06-11,2020-07-28
"Apartment 4, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHC,297500.0,297500.0,2023-05-19,2023-05-30
"Apartment 3, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHM,175000.0,175000.0,2010-11-19,2011-10-20
"Apartment 3, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHM,152000.0,152000.0,2015-04-17,2015-08-21
"Apartment 3, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHM,155000.0,155000.0,2016-11-14,2016-12-20
"Apartment 3, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHM,155000.0,155000.0,2017-12-06,2018-01-12
"Apartment 3, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHM,144500.0,144500.0,2019-07-12,2019-08-13
"Apartment 3, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHM,177500.0,177500.0,2022-01-20,2022-02-25
"Apartment 2, The Hollows, Victoria Court, Victoria Road, Douglas, IM2 4HJ",,5G6F+GHP,245000.0,245000.0,2020-10-30,2022-10-25
"The Hollows, 8, Victoria Road, Douglas, IM2 4HJ",,5G6F+GMW,217000.0,217000.0,2019-08-01,2020-07-21
"The Hollows, 8, Victoria Road, Douglas, IM2 4HJ",Apartment 5,5G6F+GMW,165000.0,165000.0,2010-12-03,2011-02-26
"The Hollows, 8, Victoria Road, Douglas, IM2 4HJ",Apartment 6,5G6F+GMW,245000.0,245000.0,2012-07-12,2012-08-17
"The Hollows, 8, Victoria Road, Douglas, IM2 4HJ",Apartment 7,5G6F+GMW,130000.0,130000.0,2017-08-24,2018-01-09
"Apartment 9, The Hollows, Victoria Road, Douglas, IM2 4HJ",,5G6F+GQ6,245950.0,245950.0,2020-08-27,2021-01-07
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",,5G6F+MV9,1.0,1000.0,2023-03-15,2023-05-25
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 1,5G6F+MV9,80000.0,80000.0,2023-02-15,2023-05-30
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 2,5G6F+MV9,68000.0,68000.0,2017-03-08,2017-07-26
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 3,5G6F+MV9,74000.0,74000.0,2014-03-07,2014-05-28
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 4,5G6F+MV9,70000.0,70000.0,2017-01-18,2017-07-20
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 5,5G6F+MV9,69000.0,69000.0,2019-06-27,2020-07-13
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 6,5G6F+MV9,80000.0,80000.0,2014-08-28,2015-05-11
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 6,5G6F+MV9,92000.0,92000.0,2022-11-02,2023-01-24
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 7,5G6F+MV9,77000.0,77000.0,2023-02-22,2023-05-16
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 8,5G6F+MV9,94950.0,94950.0,2014-02-20,2014-05-28
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 8,5G6F+MV9,105000.0,105000.0,2022-05-27,2022-08-25
"Woodside Apartments, 14, Mona Drive, Douglas, IM2 4LF",Apartment 9,5G6F+MV9,85000.0,85000.0,2014-05-19,2014-08-06
"The Coach House, 33, Marathon Road, Douglas, IM2 4HN",,5G6F+R3J,333000.0,333000.0,2018-06-07,2018-10-03
"The Coach House, 33, Marathon Road, Douglas, IM2 4HN",,5G6F+R3J,0.25,333000.0,2018-11-01,2018-11-30
"Apartment 7, Castlemere Apartments, 2-3, Castle Terrace, Douglas, IM2 4LJ",,5G6G+32F,0.25,150000.0,2012-02-09,2012-05-21
"Apartment 7, Castlemere Apartments, 2-3, Castle Terrace, Douglas, IM2 4LJ",,5G6G+32F,110000.0,110000.0,2017-09-22,2018-01-22
"Apartment 7, Castlemere Apartments, 2-3, Castle Terrace, Douglas, IM2 4LJ",,5G6G+32F,167500.0,167500.0,2022-03-09,2022-06-16
"Apartment 15, Marlborough Court, 5/7, Central Promenade, Douglas, IM2 4LH",,5G6G+43G,145000.0,145000.0,2011-03-10,2011-10-20
"Apartment 15, Marlborough Court, 5/7, Central Promenade, Douglas, IM2 4LH",,5G6G+43G,147000.0,147000.0,2014-07-25,2014-11-06
"Apartment 15, Marlborough Court, 5/7, Central Promenade, Douglas, IM2 4LH",,5G6G+43G,155000.0,155000.0,2016-10-14,2017-03-24
"Apartment 15, Marlborough Court, 5/7, Central Promenade, Douglas, IM2 4LH",,5G6G+43G,135000.0,135000.0,2016-10-28,2017-04-10
"Apartment 15, Marlborough Court, 5/7, Central Promenade, Douglas, IM2 4LH",,5G6G+43G,0.25,147000.0,2021-01-21,2021-08-06
"Apartment 15, Marlborough Court, 5/7, Central Promenade, Douglas, IM2 4LH",,5G6G+43G,140000.0,140000.0,2021-02-12,2021-03-04
"Apartment 15, Marlborough Court, 5/7, Central Promenade, Douglas, IM2 4LH",,5G6G+43G,167000.0,167000.0,2021-10-12,2022-01-10
"Apartment 15, Marlborough Court, 5/7, Central Promenade, Douglas, IM2 4LH",,5G6G+43G,184950.0,184950.0,2022-01-28,2022-06-15
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,100000.0,100000.0,2011-01-12,2011-10-19
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,9000.0,126000.0,2014-05-15,2014-10-15
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,107500.0,107500.0,2014-12-10,2015-05-19
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,65000.0,65000.0,2015-08-26,2016-02-19
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,56000.0,56000.0,2016-07-20,2016-11-16
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,105000.0,105000.0,2016-08-12,2016-08-26
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,125000.0,125000.0,2019-09-27,2020-06-19
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,0.25,125000.0,2020-06-25,2020-10-31
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,110000.0,110000.0,2021-09-15,2021-10-18
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,155000.0,155000.0,2021-11-05,2022-08-16
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,100000.0,100000.0,2021-11-18,2021-11-25
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,177000.0,177000.0,2022-09-21,2022-12-09
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,115000.0,115000.0,2023-04-14,2023-05-02
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,160000.0,160000.0,2023-04-19,2023-06-07
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,94000.0,94000.0,2023-04-21,2023-07-20
"Apartment 6, Marlborough Court Apartments, 5-7, Castle Terrace, Douglas, IM2 4LH",,5G6G+54G,163000.0,163000.0,2023-06-29,2023-07-20
"Empress House, 2, Empress Drive, Douglas, IM2 4LQ",Apartment 1,5G6G+74M,150000.0,150000.0,2011-05-19,2012-09-17
"Empress House, 2, Empress Drive, Douglas, IM2 4LQ",Apartment 2,5G6G+74M,160000.0,160000.0,2011-05-19,2012-09-17
"Empress House, 2, Empress Drive, Douglas, IM2 4LQ",Apartment 3,5G6G+74M,160000.0,160000.0,2011-05-19,2012-09-18
"Empress House, 2, Empress Drive, Douglas, IM2 4LQ",Apartment 4,5G6G+74M,160000.0,160000.0,2011-05-19,2012-09-17
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 1,5G6G+763,231000.0,231000.0,2021-10-15,2022-02-03
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 11,5G6G+763,226000.0,226000.0,2019-11-22,2020-11-09
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 12,5G6G+763,252000.0,252000.0,2018-12-31,2019-09-30
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 14,5G6G+763,204000.0,204000.0,2015-07-20,2016-01-26
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 15,5G6G+763,234950.0,234950.0,2019-07-02,2020-09-14
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 16,5G6G+763,270000.0,270000.0,2016-07-07,2016-09-26
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 18,5G6G+763,262850.0,262850.0,2021-10-14,2022-02-14
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 3,5G6G+763,175000.0,175000.0,2012-05-04,2012-09-13
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 4,5G6G+763,150000.0,150000.0,2011-09-29,2012-01-06
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 4,5G6G+763,136250.0,136250.0,2019-02-01,2019-02-27
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 6,5G6G+763,0.0,250000.0,2015-02-17,2015-08-04
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 7,5G6G+763,190000.0,190000.0,2012-11-21,2013-02-26
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 7,5G6G+763,199950.0,199950.0,2023-09-01,2023-09-27
"Apartment 35, Empress Apartments, Central Promenade, Douglas, IM2 4EE",,5G6G+77M,307500.0,307500.0,2023-03-01,2023-07-10
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 31,5G6G+77V,0.0,288000.0,2017-08-01,2018-01-08
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 32,5G6G+77V,278750.0,278750.0,2019-04-01,2019-11-13
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 22,5G6G+77W,119000.0,119000.0,2011-08-30,2012-01-20
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 23,5G6G+77W,117000.0,117000.0,2016-11-18,2018-11-20
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 23,5G6G+77W,128000.0,128000.0,2020-06-01,2020-09-08
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 24,5G6G+77W,205000.0,205000.0,2014-11-27,2018-10-03
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 24,5G6G+77W,225000.0,225000.0,2022-07-12,2022-11-11
"The Glencoe Summerville, 6 - 8, Empress Drive, Douglas, IM2 4LQ",,5G6G+82G,150000.0,300000.0,2015-10-12,2016-04-25
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 37,5G6G+88M,199000.0,199000.0,2016-12-12,2017-04-26
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 38,5G6G+88M,219950.0,219950.0,2022-08-24,2022-10-03
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 39,5G6G+88M,185000.0,185000.0,2010-03-01,2010-07-14
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 39,5G6G+88M,195000.0,195000.0,2022-06-30,2022-08-02
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 40,5G6G+88M,215000.0,215000.0,2022-07-19,2022-11-03
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 42,5G6G+88M,205000.0,205000.0,2013-11-29,2014-05-22
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 42,5G6G+88M,217800.0,217800.0,2021-09-29,2021-12-14
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 43,5G6G+88M,296000.0,296000.0,2012-03-02,2012-06-01
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 43,5G6G+88M,135000.0,270000.0,2014-03-21,2014-06-13
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 47,5G6G+88M,205000.0,205000.0,2016-10-27,2017-02-20
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 47,5G6G+88M,225000.0,225000.0,2021-02-23,2021-10-14
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 48,5G6G+88M,240000.0,240000.0,2022-12-14,2023-04-13
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 50,5G6G+88M,215000.0,215000.0,2012-11-21,2013-02-28
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 54,5G6G+88M,152750.0,152750.0,2017-07-26,2019-02-09
"Empress Apartments, Central Promenade, Douglas, IM2 4EE",Apartment 55,5G6G+88M,250000.0,250000.0,2015-04-24,2015-08-10
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,125000.0,125000.0,2016-04-29,2016-06-27
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,132000.0,132000.0,2017-03-08,2017-06-22
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,149950.0,149950.0,2018-03-20,2018-06-29
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,30000.0,30000.0,2018-05-10,2018-09-25
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,145500.0,145500.0,2019-03-29,2019-12-16
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,150000.0,150000.0,2019-07-02,2019-08-13
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,165000.0,165000.0,2021-10-28,2021-11-19
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,0.0,170000.0,2022-05-06,2022-05-27
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,185000.0,185000.0,2022-06-01,2022-06-30
"Apartment 3, Belgravia House, 3, Mona Drive, Douglas, IM2 4LG",,5G6G+96R,180000.0,180000.0,2022-09-13,2022-10-11
"7, Mona Drive, Douglas, IM2 4LG",Apartment 4,5G6G+C4H,103500.0,103500.0,2019-11-30,2020-07-02
"7, Mona Drive, Douglas, IM2 4LG",Flat 2,5G6G+C4H,106000.0,106000.0,2016-09-29,2017-02-20
"7, Mona Drive, Douglas, IM2 4LG",Flat 5,5G6G+C4H,100000.0,100000.0,2020-07-26,2021-01-05
"Paramount, 9, Mona Drive, Douglas, IM2 4LG",,5G6G+C4M,260000.0,260000.0,2022-03-24,2022-04-19
"The Bradford , 5, Mona Drive, Douglas, IM2 4LG",,5G6G+C54,525000.0,525000.0,2012-10-11,2013-04-22
"The Laurels, 2, Mona Drive, Douglas, IM2 4LG",,5G6G+F89,230000.0,230000.0,2009-12-15,2010-04-22
"Apartment 3, Kenilworth Apartments, Central Promenade, Douglas, IM2 4LU",,5G6G+FHR,225000.0,225000.0,2018-03-26,2018-05-30
"Apartment 3, Kenilworth Apartments, Central Promenade, Douglas, IM2 4LU",,5G6G+FHR,1.03e6,1.03e6,2018-07-20,2018-09-13
"Rosewood Apartments, 10, Mona Drive, Douglas, IM2 4LG",Apartment 2,5G6G+G5H,150000.0,150000.0,2019-01-23,2019-11-14
"Rosewood Apartments, 10, Mona Drive, Douglas, IM2 4LG",Apartment 2,5G6G+G5H,200000.0,200000.0,2022-03-04,2022-06-15
"Rosewood Apartments, 10, Mona Drive, Douglas, IM2 4LG",Apartment 7,5G6G+G5H,156000.0,156000.0,2013-02-27,2013-04-30
"Rosewood Apartments, 10, Mona Drive, Douglas, IM2 4LG",Apartment 7,5G6G+G5H,158000.0,158000.0,2020-03-10,2020-07-23
"Rosewood Apartments, 10, Mona Drive, Douglas, IM2 4LG",Apartment 8,5G6G+G5H,190000.0,190000.0,2012-02-24,2012-06-12
"Rosewood Apartments, 10, Mona Drive, Douglas, IM2 4LG",Apartment 8,5G6G+G5H,177500.0,177500.0,2018-12-06,2019-03-16
"Oakwood Apartments, 8, Mona Drive, Douglas, IM2 4LG",Apartment 3,5G6G+G65,140000.0,140000.0,2022-01-07,2022-05-04
"Oakwood Apartments, 8, Mona Drive, Douglas, IM2 4LG",Apartment 5,5G6G+G65,115000.0,115000.0,2017-09-28,2018-07-31
"Oakwood Apartments, 8, Mona Drive, Douglas, IM2 4LG",Apartment 5,5G6G+G65,219000.0,219000.0,2023-02-09,2023-03-31
"Oakwood Apartments, 8, Mona Drive, Douglas, IM2 4LG",Flat 1,5G6G+G65,149000.0,149000.0,2022-05-31,2022-09-30
"Oakwood Apartments, 8, Mona Drive, Douglas, IM2 4LG",Flat 2,5G6G+G65,148950.0,148950.0,2011-04-15,2011-10-24
"Oakwood Apartments, 8, Mona Drive, Douglas, IM2 4LG",Flat 2,5G6G+G65,137500.0,137500.0,2016-03-18,2016-12-12
"Oakwood Apartments, 8, Mona Drive, Douglas, IM2 4LG",Flat 2,5G6G+G65,135000.0,135000.0,2019-08-09,2019-10-05
"Apartment 1, Beechwood Apartments, 7, Empire Terrace, Douglas, IM2 4LE",,5G6G+H7R,0.25,155000.0,2011-07-22,2011-12-29
"Apartment 1, Beechwood Apartments, 7, Empire Terrace, Douglas, IM2 4LE",,5G6G+H7R,125000.0,125000.0,2019-04-29,2019-07-16
"Apartment 1, Beechwood Apartments, 7, Empire Terrace, Douglas, IM2 4LE",,5G6G+H7R,125000.0,125000.0,2020-03-20,2020-08-14
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 10,5G6G+H9W,147000.0,147000.0,2021-04-30,2021-10-04
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 2,5G6G+H9W,65000.0,65000.0,2018-11-09,2019-06-24
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 3,5G6G+H9W,65000.0,65000.0,2018-07-20,2018-10-09
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 3,5G6G+H9W,65000.0,65000.0,2021-01-12,2022-02-07
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 4,5G6G+H9W,26250.0,130000.0,2019-07-15,2020-06-02
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 4,5G6G+H9W,145000.0,145000.0,2020-08-27,2020-10-12
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 5,5G6G+H9W,55000.0,55000.0,2018-07-20,2018-10-10
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 6,5G6G+H9W,60000.0,80000.0,2020-03-04,2020-06-02
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 6,5G6G+H9W,145000.0,145000.0,2020-11-15,2021-03-26
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 7,5G6G+H9W,60000.0,60000.0,2019-02-13,2020-11-09
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 7,5G6G+H9W,140000.0,140000.0,2021-02-09,2021-02-24
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 8,5G6G+H9W,170000.0,170000.0,2022-01-12,2023-01-13
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 9,5G6G+H9W,60000.0,60000.0,2019-02-13,2019-11-06
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Apartment 9,5G6G+H9W,140000.0,140000.0,2021-07-19,2021-09-21
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Flat 1A ,5G6G+H9W,68000.0,68000.0,2017-11-22,2018-01-26
"Atholville, 3-4, Castle Drive, Douglas, IM2 4LX",Flat 1A ,5G6G+H9W,182000.0,182000.0,2023-06-08,2023-06-15
"Flat 1, Palatine Apartments, 2, Castle Drive, Douglas, IM2 4LX",,5G6G+HCG,130000.0,130000.0,2012-03-23,2012-05-31
"Flat 1, Palatine Apartments, 2, Castle Drive, Douglas, IM2 4LX",,5G6G+HCG,110000.0,110000.0,2013-04-29,2013-11-20
"Flat 1, Palatine Apartments, 2, Castle Drive, Douglas, IM2 4LX",,5G6G+HCG,115000.0,115000.0,2019-12-13,2020-02-25
"Flat 1, Palatine Apartments, 2, Castle Drive, Douglas, IM2 4LX",,5G6G+HCG,118000.0,118000.0,2021-02-17,2021-09-08
